country,scenario,year,naphta_total,naphta_domestic,naphta_imported,electricity_demand_from_naphta,ch4_demand_from_naphta,h2_demand_from_naphta,demand_factor,import_share
PT,intermediary-eu-naphta,2044,6420901.557322731,5693114.9063835135,727786.6509392178,333958.1204084569,90634.38930962553,50896.447263068614,0.5260399120836057,0.11334648949869226
PT,intermediary-eu-naphta,2045,6228274.51060305,5494709.8518960485,733564.6587070012,322319.6799122222,87475.7808421851,49122.70607595067,0.5102587147210975,0.1177797570511988
PT,intermediary-eu-naphta,2046,6010284.902731942,5275883.032044288,734401.8706876542,309483.2986597179,83992.05787014506,47166.39430647593,0.4923996597058591,0.12219085826594275
PT,intermediary-eu-naphta,2047,5799924.931136325,5065770.990293125,734153.9408432003,297158.1262905947,80647.07416546655,45287.992653220535,0.4751656716161541,0.12657990397461308
PT,intermediary-eu-naphta,2048,5596927.558546553,4864026.660604701,732900.897941852,285323.8039110718,77435.30443682685,43484.39834580603,0.4585348731095887,0.1309470044547399
PT,intermediary-eu-naphta,2049,5401035.0939974245,4670316.798846119,730718.2951513054,273960.7834203133,74351.44343763022,41752.632181684305,0.4424861525507531,0.13529226943246628
PT,intermediary-eu-naphta,2050,5211998.865707514,4484321.4323320715,727677.4333754424,263050.2952205993,71390.39720272658,40089.83360504872,0.4269991372114767,0.139615808085304
RO,intermediary-eu-naphta,2019,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RO,intermediary-eu-naphta,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.996,0.0
RO,intermediary-eu-naphta,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.992016,0.0
RO,intermediary-eu-naphta,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.988047936,0.0
RO,intermediary-eu-naphta,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.984095744256,0.0
RO,intermediary-eu-naphta,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.980159361278976,0.0
RO,intermediary-eu-naphta,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.97623872383386,0.0
RO,intermediary-eu-naphta,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.9723337689385245,0.0
RO,intermediary-eu-naphta,2027,0.0,0.0,0.0,0.0,0.0,0.0,0.9684444338627705,0.0
RO,intermediary-eu-naphta,2028,0.0,0.0,0.0,0.0,0.0,0.0,0.9645706561273194,0.0
RO,intermediary-eu-naphta,2029,0.0,0.0,0.0,0.0,0.0,0.0,0.9607123735028101,0.0
RO,intermediary-eu-naphta,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.861182571607919,0.0
RO,intermediary-eu-naphta,2031,0.0,0.0,0.0,0.0,0.0,0.0,0.8439589201757606,0.0
RO,intermediary-eu-naphta,2032,0.0,0.0,0.0,0.0,0.0,0.0,0.8270797417722453,0.0
RO,intermediary-eu-naphta,2033,0.0,0.0,0.0,0.0,0.0,0.0,0.8105381469368004,0.0
RO,intermediary-eu-naphta,2034,0.0,0.0,0.0,0.0,0.0,0.0,0.7943273839980644,0.0
RO,intermediary-eu-naphta,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.778440836318103,0.0
RO,intermediary-eu-naphta,2036,0.0,0.0,0.0,0.0,0.0,0.0,0.7550876112285598,0.0
RO,intermediary-eu-naphta,2037,0.0,0.0,0.0,0.0,0.0,0.0,0.7324349828917031,0.0
RO,intermediary-eu-naphta,2038,0.0,0.0,0.0,0.0,0.0,0.0,0.7104619334049519,0.0
RO,intermediary-eu-naphta,2039,0.0,0.0,0.0,0.0,0.0,0.0,0.6891480754028034,0.0
RO,intermediary-eu-naphta,2040,0.0,0.0,0.0,0.0,0.0,0.0,0.5941987850139727,0.0
RO,intermediary-eu-naphta,2041,0.0,0.0,0.0,0.0,0.0,0.0,0.5763728214635535,0.0
RO,intermediary-eu-naphta,2042,0.0,0.0,0.0,0.0,0.0,0.0,0.5590816368196468,0.0
RO,intermediary-eu-naphta,2043,0.0,0.0,0.0,0.0,0.0,0.0,0.5423091877150574,0.0
RO,intermediary-eu-naphta,2044,0.0,0.0,0.0,0.0,0.0,0.0,0.5260399120836057,0.0
RO,intermediary-eu-naphta,2045,0.0,0.0,0.0,0.0,0.0,0.0,0.5102587147210975,0.0
RO,intermediary-eu-naphta,2046,0.0,0.0,0.0,0.0,0.0,0.0,0.4923996597058591,0.0
RO,intermediary-eu-naphta,2047,0.0,0.0,0.0,0.0,0.0,0.0,0.4751656716161541,0.0
RO,intermediary-eu-naphta,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.4585348731095887,0.0
RO,intermediary-eu-naphta,2049,0.0,0.0,0.0,0.0,0.0,0.0,0.4424861525507531,0.0
RO,intermediary-eu-naphta,2050,0.0,0.0,0.0,0.0,0.0,0.0,0.4269991372114767,0.0
SE,intermediary-eu-naphta,2019,10480996.999999998,10480996.999999998,0.0,614815.2840199999,166857.47223999997,93700.11317999999,1.0,0.0
SE,intermediary-eu-naphta,2020,10439073.011999998,10439073.011999998,0.0,612356.0228839199,166190.04235103997,93325.31272727999,0.996,0.0
SE,intermediary-eu-naphta,2021,10397316.719951998,10345330.13635224,51986.583599759266,606857.0657984223,164697.65577072764,92487.25141898902,0.992016,0.00499999999999993
SE,intermediary-eu-naphta,2022,10355727.45307219,10252429.071727796,103298.38134439476,601407.4893475524,163218.6708219065,91656.7159012465,0.988047936,0.009974999999999967
SE,intermediary-eu-naphta,2023,10314304.543259902,10160362.25866368,153942.28459622152,596006.8500932115,161752.9671579258,90833.63859245331,0.984095744256,0.01492512499999996
SE,intermediary-eu-naphta,2024,10273047.325086862,10069122.205580879,203925.11950598285,590654.7085793744,160300.4255128476,90017.95251789306,0.980159361278976,0.019850499375000066
SE,intermediary-eu-naphta,2025,10231955.135786513,9978701.488174763,253253.6476117503,585350.6292963315,158860.92769174222,89209.59130428238,0.97623872383386,0.02475124687812493
SE,intermediary-eu-naphta,2026,10191027.315243367,9889092.748810953,301934.5664324146,580094.1806452505,157434.35656107037,88408.48917436991,0.9723337689385245,0.029627490643734402
SE,intermediary-eu-naphta,2027,10150263.205982395,9800288.69592663,349974.51005576365,574884.9349030561,156020.59603915198,87614.58094158408,0.9684444338627705,0.034479353190515746
SE,intermediary-eu-naphta,2028,10109662.153158465,9712282.10343721,397380.0497212559,569722.4681876267,154619.53108672038,86827.80200472866,0.9645706561273194,0.03930695642456323
SE,intermediary-eu-naphta,2029,10069223.50454583,9625065.810148342,444157.6943974886,564606.3604233017,153231.0476975616,86048.08834272617,0.9607123735028101,0.044110421642440466
SE,intermediary-eu-naphta,2030,9026051.949474882,8584769.447255889,441282.5022189934,503582.5757760304,136669.52960031375,76747.83885846764,0.861182571607919,0.048889869534228234
SE,intermediary-eu-naphta,2031,8845530.910485385,8371008.688019218,474522.22246616706,491043.3696392073,133266.45831326596,74836.8176708918,0.8439589201757606,0.053645420186557054
SE,intermediary-eu-naphta,2032,8668620.292275677,8162570.571687538,506049.7205881383,478816.38973519095,129948.12350126561,72973.3809108866,0.8270797417722453,0.05837719308562432
SE,intermediary-eu-naphta,2033,8495247.886430163,7959322.56445252,535925.3219776433,466893.86163078476,126712.41522608411,71156.34372620552,0.8105381469368004,0.06308530712019605
SE,intermediary-eu-naphta,2034,8325342.928701559,7761135.432597651,564207.4961039079,455268.2044761782,123557.2760869546,69384.550767423,0.7943273839980644,0.0677698805845951
SE,intermediary-eu-naphta,2035,8158836.070127527,7567883.160325969,590952.9098015586,443932.02618472127,120480.69991238942,67656.87545331416,0.778440836318103,0.07243103118167217
SE,intermediary-eu-naphta,2036,7914070.9880237,7304142.432188607,609928.5558350934,428460.99507218366,116281.94752044263,65299.03334376615,0.7550876112285598,0.0770688760257639
