country,year,jet_fossil_kt_per_yr,jet_total_kt_per_yr,jet_esaf_kt_per_yr,h2_esaf_kt_per_yr
BE,2032,58611.4698076469,69763.6893576222,11152.219549975307,5576.1097749876535
BE,2033,55169.604772134015,71856.60003835088,16686.995266216865,8343.497633108433
BE,2034,51727.739736621144,74012.2980395014,22284.558302880258,11142.279151440129
BE,2035,48285.87470110825,76232.66698068644,27946.792279578185,13973.396139789093
BE,2036,44844.009665595375,78519.64699010704,33675.63732451166,16837.81866225583
BE,2037,41402.14463008249,80875.23639981025,39473.09176972776,19736.54588486388
BE,2038,37960.279594569605,83301.49349180456,45341.21389723496,22670.60694861748
BE,2039,34518.41455905672,85800.5382965587,51282.123737501985,25641.061868750992
BE,2040,31076.549523543847,88374.55444545546,57298.00492191162,28649.00246095581
BE,2041,29460.36941991171,91025.79107881914,61565.42165890743,30782.710829453714
BE,2042,27844.18931627958,93756.5648111837,65912.37549490413,32956.187747452066
BE,2043,26228.00921264744,96569.26175551923,70341.25254287178,35170.62627143589
BE,2044,24611.8291090153,99466.3396081848,74854.5104991695,37427.25524958475
BE,2045,22995.64900538317,102450.32979643035,79454.68079104718,39727.34039552359
